Date,Close
1927-12-30,17.65999984741211
1928-12-31,24.350000381469727
1929-12-31,21.450000762939453
1930-12-31,15.34000015258789
1931-12-31,8.119999885559082
1932-12-30,6.920000076293945
1933-12-29,9.970000267028809
1934-12-31,9.5
1935-12-31,13.43000030517578
1936-12-31,17.18000030517578
1937-12-31,10.550000190734863
1938-12-30,13.140000343322754
1939-12-29,12.460000038146973
1940-12-31,10.579999923706056
1941-12-31,8.6899995803833
1942-12-31,9.770000457763672
1943-12-31,11.670000076293944
1944-12-29,13.279999732971191
1945-12-31,17.360000610351562
1946-12-31,15.300000190734863
1947-12-31,15.300000190734863
1948-12-31,15.199999809265137
1949-12-30,16.790000915527344
1950-12-29,20.43000030517578
1951-12-31,23.770000457763672
1952-12-31,26.56999969482422
1953-12-31,24.809999465942383
1954-12-31,35.97999954223633
1955-12-30,45.47999954223633
1956-12-31,46.66999816894531
1957-12-31,39.9900016784668
1958-12-31,55.209999084472656
1959-12-31,59.88999938964844
1960-12-30,58.11000061035156
1961-12-29,71.55000305175781
1962-12-31,63.09999847412109
1963-12-31,75.0199966430664
1964-12-31,84.75
1965-12-31,92.43000030517578
1966-12-30,80.33000183105469
1967-12-29,96.47000122070312
1968-12-31,103.86000061035156
1969-12-31,92.05999755859376
1970-12-31,92.1500015258789
1971-12-31,102.08999633789062
1972-12-29,118.0500030517578
1973-12-31,97.5500030517578
1974-12-31,68.55999755859375
1975-12-31,90.19000244140624
1976-12-31,107.45999908447266
1977-12-30,95.0999984741211
1978-12-29,96.11000061035156
1979-12-31,107.94000244140624
1980-12-31,135.75999450683594
1981-12-31,122.5500030517578
1982-12-31,140.63999938964844
1983-12-30,164.92999267578125
1984-12-31,167.24000549316406
1985-12-31,211.27999877929688
1986-12-31,242.1699981689453
1987-12-31,247.0800018310547
1988-12-30,277.7200012207031
1989-12-29,353.3999938964844
1990-12-31,330.2200012207031
1991-12-31,417.0899963378906
1992-12-31,435.7099914550781
1993-12-31,466.4500122070313
1994-12-30,459.2699890136719
1995-12-29,615.9299926757812
1996-12-31,740.739990234375
1997-12-31,970.4299926757812
1998-12-31,1229.22998046875
1999-12-31,1469.25
2000-12-29,1320.280029296875
2001-12-31,1148.0799560546875
2002-12-31,879.8200073242188
2003-12-31,1111.9200439453125
2004-12-31,1211.9200439453125
2005-12-30,1248.2900390625
2006-12-29,1418.300048828125
2007-12-31,1468.3599853515625
2008-12-31,903.25
2009-12-31,1115.0999755859375
2010-12-31,1257.6400146484375
2011-12-30,1257.5999755859375
2012-12-31,1426.18994140625
2013-12-31,1848.3599853515625
2014-12-31,2058.89990234375
2015-12-31,2043.93994140625
2016-12-30,2238.830078125
2017-12-29,2673.610107421875
2018-12-31,2506.85009765625
2019-12-31,3230.780029296875
2020-12-31,3756.070068359375
